//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=4543      
StartTime=2019/09/12 09:03:55
EndTime=2019/09/12 10:19:37
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2019/09/12,09:06:59,-0.0430,27.911,0.039,0.074,69.976,996.290,-3.710,0.21,0.21,0.00,94.30,7.358,8.30,
2019/09/12,09:07:00,-0.0430,27.913,0.039,0.074,69.906,996.289,-3.711,0.29,0.29,-0.05,94.23,7.352,8.30,
2019/09/12,09:07:01,-0.0430,27.901,0.039,0.074,69.929,996.293,-3.707,0.32,0.32,0.04,94.25,7.354,8.30,
2019/09/12,09:07:02,-0.0430,27.921,0.039,0.074,69.909,996.287,-3.713,0.27,0.27,0.01,94.29,7.357,8.31,
2019/09/12,09:07:03,-0.0430,27.910,0.039,0.075,70.106,996.290,-3.710,0.25,0.25,0.00,94.23,7.352,8.27,
2019/09/12,09:07:04,-0.0430,27.922,0.039,0.075,70.063,996.287,-3.713,0.21,0.21,-0.03,94.22,7.351,8.29,
2019/09/12,09:07:05,-0.0430,27.929,0.039,0.074,69.972,996.285,-3.715,0.17,0.17,-0.05,94.27,7.354,8.31,
2019/09/12,09:07:06,-0.0430,27.940,0.039,0.075,70.015,996.282,-3.718,0.13,0.13,-0.06,94.15,7.345,8.30,
2019/09/12,09:07:07,-0.0430,27.942,0.039,0.075,70.040,996.281,-3.719,0.09,0.09,-0.03,94.21,7.350,8.29,
2019/09/12,09:07:08,-0.0430,27.920,0.039,0.075,70.056,996.287,-3.712,0.08,0.08,0.03,94.17,7.346,8.29,
2019/09/12,09:07:09,-0.0430,27.903,0.039,0.075,70.124,996.292,-3.708,0.11,0.11,0.04,94.14,7.344,8.29,
2019/09/12,09:07:10,-0.0430,27.821,0.039,0.074,70.088,996.315,-3.685,0.20,0.20,-0.01,94.19,7.347,8.30,
2019/09/12,09:07:11,-0.0430,27.829,0.039,0.074,70.081,996.313,-3.687,0.27,0.27,-0.06,94.24,7.350,8.31,
2019/09/12,09:07:12,-0.0430,27.856,0.039,0.074,69.901,996.305,-3.694,0.32,0.32,0.00,94.27,7.353,8.31,
2019/09/12,09:07:13,-0.0430,27.861,0.039,0.074,69.868,996.304,-3.696,0.33,0.33,0.04,94.26,7.352,8.30,
2019/09/12,09:07:14,-0.0430,27.900,0.039,0.074,69.764,996.293,-3.707,0.30,0.30,0.04,94.21,7.348,8.30,
2019/09/12,09:07:15,-0.0430,27.921,0.039,0.074,69.818,996.287,-3.713,0.17,0.17,-0.05,94.19,7.346,8.28,
2019/09/12,09:07:16,-0.0430,27.927,0.039,0.074,69.905,996.285,-3.715,0.11,0.11,-0.04,94.14,7.342,8.29,
2019/09/12,09:07:17,-0.0430,27.957,0.039,0.075,70.088,996.277,-3.723,0.08,0.08,0.01,94.13,7.341,8.29,
2019/09/12,09:07:18,-0.0430,27.960,0.039,0.075,70.140,996.276,-3.724,0.11,0.11,0.04,94.16,7.343,8.30,
2019/09/12,09:07:19,-0.0430,27.908,0.039,0.074,69.955,996.291,-3.709,0.19,0.19,-0.01,94.14,7.341,8.30,
2019/09/12,09:07:20,-0.0430,27.922,0.039,0.074,69.845,996.287,-3.713,0.29,0.29,-0.05,94.12,7.340,8.30,
2019/09/12,09:07:21,-0.0430,27.919,0.039,0.074,69.845,996.287,-3.712,0.32,0.32,0.01,94.20,7.345,8.30,
2019/09/12,09:07:22,-0.0430,27.891,0.039,0.074,69.912,996.295,-3.704,0.29,0.29,0.03,94.13,7.340,8.30,
2019/09/12,09:07:23,-0.0430,27.869,0.039,0.074,70.075,996.302,-3.698,0.21,0.21,-0.03,94.13,7.339,8.31,
2019/09/12,09:07:24,-0.0430,27.878,0.039,0.074,69.980,996.299,-3.701,0.11,0.11,-0.05,94.16,7.341,8.29,
2019/09/12,09:07:25,-0.0430,27.840,0.039,0.074,70.050,996.310,-3.690,0.08,0.08,0.03,94.11,7.338,8.29,
2019/09/12,09:07:26,-0.0430,27.868,0.039,0.074,70.019,996.302,-3.698,0.17,0.17,0.00,94.11,7.337,8.27,
2019/09/12,09:07:27,-0.0430,27.864,0.039,0.075,70.224,996.303,-3.697,0.26,0.26,-0.05,94.16,7.341,8.29,
2019/09/12,09:07:28,-0.0430,27.919,0.039,0.075,70.122,996.288,-3.712,0.21,0.21,0.00,94.09,7.335,8.30,
2019/09/12,09:07:29,-0.0430,27.979,0.039,0.075,69.937,996.271,-3.729,0.27,0.27,0.01,94.15,7.340,8.29,
2019/09/12,09:07:30,-0.0215,27.912,0.039,0.074,69.919,996.290,-3.710,0.15,0.15,-0.06,94.17,7.340,8.30,
2019/09/12,09:07:31,-0.0430,27.914,0.039,0.074,69.919,996.289,-3.711,0.09,0.09,0.03,94.15,7.339,8.30,
2019/09/12,09:07:32,-0.0430,27.858,0.039,0.074,69.813,996.305,-3.695,0.19,0.19,-0.03,94.13,7.337,8.30,
2019/09/12,09:07:33,-0.0430,27.877,0.039,0.074,69.987,996.300,-3.700,0.31,0.31,-0.03,94.12,7.336,8.30,
2019/09/12,09:07:34,-0.0430,27.904,0.039,0.074,69.932,996.292,-3.708,0.26,0.26,0.01,94.14,7.337,8.31,
2019/09/12,09:07:35,-0.0430,27.909,0.039,0.074,69.924,996.290,-3.709,0.15,0.15,-0.05,94.06,7.331,8.27,
2019/09/12,09:07:36,-0.0215,27.914,0.039,0.074,69.736,996.289,-3.711,0.08,0.08,0.03,94.14,7.337,8.27,
2019/09/12,09:07:37,-0.0215,27.935,0.039,0.074,69.787,996.283,-3.717,0.21,0.21,-0.03,94.09,7.333,8.31,
2019/09/12,09:07:38,-0.0430,27.973,0.039,0.074,69.773,996.272,-3.728,0.32,0.32,-0.03,94.10,7.333,8.30,
2019/09/12,09:07:39,-0.0430,27.968,0.039,0.074,69.562,996.274,-3.726,0.28,0.28,0.01,94.11,7.334,8.29,
2019/09/12,09:07:40,-0.0430,27.971,0.039,0.074,69.796,996.273,-3.727,0.12,0.12,-0.04,94.14,7.336,8.31,
2019/09/12,09:07:41,-0.0430,27.991,0.039,0.074,69.688,996.267,-3.733,0.11,0.11,0.03,94.08,7.331,8.30,
2019/09/12,09:07:42,-0.0430,27.972,0.039,0.074,69.704,996.272,-3.727,0.27,0.27,-0.04,94.16,7.337,8.29,
2019/09/12,09:07:43,-0.0430,27.985,0.039,0.074,69.753,996.269,-3.731,0.33,0.33,0.03,94.10,7.332,8.29,
2019/09/12,09:07:44,-0.0430,27.989,0.039,0.074,69.882,996.268,-3.732,0.14,0.14,-0.05,94.10,7.332,8.31,
2019/09/12,09:07:45,-0.0430,27.983,0.039,0.075,69.958,996.269,-3.730,0.09,0.09,0.03,94.11,7.332,8.28,
2019/09/12,09:07:46,-0.0430,28.006,0.039,0.074,69.833,996.263,-3.737,0.22,0.22,-0.04,94.11,7.332,8.27,
2019/09/12,09:07:47,-0.0215,28.006,0.039,0.074,69.862,996.263,-3.737,0.33,0.33,0.01,94.05,7.327,8.27,
2019/09/12,09:07:48,-0.0430,27.983,0.039,0.075,70.024,996.269,-3.730,0.20,0.20,-0.03,94.12,7.331,8.31,
2019/09/12,09:07:49,-0.0215,27.981,0.039,0.075,70.132,996.270,-3.730,0.08,0.08,0.01,94.10,7.330,8.30,
2019/09/12,09:07:50,-0.0430,27.964,0.039,0.075,70.183,996.275,-3.725,0.22,0.22,-0.04,94.07,7.327,8.31,
2019/09/12,09:07:51,-0.0430,28.002,0.039,0.075,70.108,996.264,-3.736,0.33,0.33,0.01,94.03,7.323,8.30,
2019/09/12,09:07:52,-0.0430,27.957,0.039,0.074,69.813,996.277,-3.723,0.20,0.20,-0.03,94.08,7.328,8.29,
2019/09/12,09:07:53,-0.0430,27.907,0.039,0.075,70.068,996.291,-3.709,0.08,0.08,0.01,93.95,7.317,8.29,
2019/09/12,09:07:54,-0.0215,27.939,0.039,0.075,70.082,996.282,-3.718,0.26,0.26,-0.05,93.99,7.321,8.29,
2019/09/12,09:07:55,-0.0215,27.989,0.039,0.075,70.016,996.268,-3.732,0.32,0.32,0.03,94.06,7.325,8.30,
2019/09/12,09:07:56,-0.0430,28.036,0.039,0.075,69.917,996.254,-3.745,0.11,0.11,-0.03,94.08,7.326,8.30,
2019/09/12,09:07:57,-0.0430,27.998,0.039,0.075,70.022,996.265,-3.735,0.19,0.19,0.00,93.99,7.319,8.27,
2019/09/12,09:07:58,-0.0215,28.026,0.039,0.075,69.991,996.257,-3.743,0.32,0.32,-0.01,94.01,7.321,8.29,
2019/09/12,09:07:59,-0.0215,28.051,0.039,0.075,70.071,996.250,-3.750,0.19,0.19,-0.03,93.95,7.315,8.31,
2019/09/12,09:08:00,-0.0430,28.030,0.039,0.075,70.149,996.256,-3.744,0.11,0.11,0.01,93.94,7.314,8.30,
2019/09/12,09:08:01,-0.0215,27.996,0.039,0.075,70.143,996.266,-3.734,0.30,0.30,-0.03,93.99,7.318,8.28,
2019/09/12,09:08:02,-0.0215,27.999,0.039,0.075,70.010,996.265,-3.735,0.25,0.25,0.00,93.94,7.313,8.31,
2019/09/12,09:08:03,-0.0215,27.990,0.039,0.075,70.184,996.267,-3.732,0.20,0.20,-0.01,94.03,7.320,8.30,
2019/09/12,09:08:04,-0.0215,28.011,0.039,0.075,70.151,996.262,-3.738,0.26,0.26,-0.04,93.94,7.312,8.29,
2019/09/12,09:08:05,-0.0215,28.033,0.039,0.075,70.230,996.255,-3.744,0.29,0.29,0.03,93.94,7.313,8.29,
2019/09/12,09:08:06,-0.0430,28.033,0.039,0.075,70.314,996.255,-3.744,0.09,0.09,-0.01,93.98,7.316,8.31,
2019/09/12,09:08:07,-0.0215,28.063,0.039,0.075,70.169,996.247,-3.753,0.22,0.22,-0.03,93.96,7.313,8.28,
2019/09/12,09:08:08,-0.0215,28.078,0.039,0.075,70.163,996.243,-3.757,0.31,0.31,0.03,93.97,7.314,8.29,
2019/09/12,09:08:09,-0.0215,28.093,0.039,0.075,70.260,996.238,-3.761,0.11,0.11,-0.03,94.00,7.316,8.31,
2019/09/12,09:08:10,-0.0215,28.080,0.039,0.075,70.191,996.242,-3.758,0.19,0.19,-0.01,93.95,7.311,8.31,
2019/09/12,09:08:11,-0.0215,28.092,0.039,0.075,70.176,996.239,-3.761,0.31,0.31,0.03,93.89,7.306,8.30,
2019/09/12,09:08:12,-0.0430,28.055,0.039,0.075,69.937,996.249,-3.751,0.10,0.10,-0.03,93.92,7.308,8.30,
2019/09/12,09:08:13,-0.0215,28.019,0.039,0.074,69.799,996.259,-3.741,0.23,0.23,-0.04,93.93,7.309,8.29,
2019/09/12,09:08:14,-0.0215,28.050,0.039,0.074,69.745,996.250,-3.749,0.28,0.28,0.01,93.87,7.304,8.31,
2019/09/12,09:08:15,-0.0215,28.056,0.039,0.074,69.806,996.249,-3.751,0.09,0.09,0.01,93.85,7.302,8.25,
2019/09/12,09:08:16,-0.0430,28.021,0.039,0.074,69.638,996.259,-3.741,0.29,0.29,-0.04,93.96,7.310,8.31,
2019/09/12,09:08:17,-0.0215,28.048,0.039,0.074,69.604,996.251,-3.749,0.20,0.20,-0.03,93.89,7.305,8.31,
2019/09/12,09:08:18,-0.0215,28.148,0.039,0.074,69.633,996.223,-3.777,0.15,0.15,0.01,93.91,7.306,8.28,
2019/09/12,09:08:19,-0.0430,28.177,0.039,0.075,69.688,996.214,-3.786,0.32,0.32,0.01,93.86,7.302,8.30,
2019/09/12,09:08:20,-0.0430,28.158,0.039,0.075,69.805,996.219,-3.780,0.11,0.11,-0.03,93.92,7.306,8.29,
2019/09/12,09:08:21,-0.0430,28.147,0.039,0.074,69.554,996.223,-3.777,0.23,0.23,-0.04,93.92,7.305,8.28,
2019/09/12,09:08:22,-0.0430,28.140,0.039,0.074,69.597,996.225,-3.775,0.24,0.24,0.00,93.89,7.303,8.30,
2019/09/12,09:08:23,-0.0215,28.146,0.039,0.074,69.656,996.223,-3.777,0.11,0.11,0.01,93.92,7.304,8.29,
2019/09/12,09:08:24,-0.0430,28.148,0.039,0.075,69.682,996.222,-3.777,0.32,0.32,0.00,93.89,7.302,8.30,
2019/09/12,09:08:25,-0.0430,28.150,0.039,0.074,69.593,996.222,-3.778,0.11,0.11,-0.01,93.90,7.302,8.27,
2019/09/12,09:08:26,-0.0215,28.072,0.039,0.074,69.384,996.244,-3.756,0.25,0.25,-0.04,93.86,7.299,8.30,
2019/09/12,09:08:27,-0.0215,28.075,0.039,0.074,69.508,996.243,-3.757,0.21,0.21,-0.01,93.91,7.302,8.30,
2019/09/12,09:08:28,-0.0215,28.124,0.039,0.074,69.419,996.229,-3.771,0.15,0.15,0.00,93.92,7.303,8.27,
2019/09/12,09:08:29,-0.0430,28.090,0.039,0.074,69.338,996.239,-3.761,0.31,0.31,0.01,93.89,7.301,8.29,
2019/09/12,09:08:30,-0.0215,28.080,0.039,0.074,69.451,996.242,-3.758,0.10,0.10,0.00,93.93,7.303,8.30,
2019/09/12,09:08:31,-0.0215,28.094,0.039,0.074,69.431,996.238,-3.762,0.30,0.30,-0.03,93.88,7.299,8.27,
2019/09/12,09:08:32,-0.0215,28.120,0.039,0.074,69.378,996.230,-3.770,0.21,0.21,-0.01,93.91,7.301,8.30,
2019/09/12,09:08:33,-0.0215,28.122,0.039,0.074,69.487,996.230,-3.770,0.22,0.22,-0.03,93.85,7.295,8.30,
2019/09/12,09:08:34,-0.0215,28.105,0.039,0.074,69.661,996.235,-3.765,0.23,0.23,-0.01,93.90,7.299,8.30,
2019/09/12,09:08:35,-0.0215,28.086,0.039,0.075,69.912,996.240,-3.760,0.14,0.14,0.01,93.82,7.292,8.29,
2019/09/12,09:08:36,-0.0215,28.058,0.039,0.075,70.030,996.248,-3.752,0.29,0.29,0.01,93.81,7.291,8.31,
2019/09/12,09:08:37,-0.0215,28.092,0.039,0.075,69.932,996.238,-3.761,0.11,0.11,0.01,93.79,7.289,8.29,
2019/09/12,09:08:38,-0.0430,28.156,0.039,0.075,69.750,996.220,-3.780,0.31,0.31,-0.03,93.87,7.294,8.29,
2019/09/12,09:08:39,-0.0215,28.164,0.039,0.075,69.984,996.218,-3.782,0.11,0.11,-0.03,93.85,7.293,8.31,
2019/09/12,09:08:40,-0.0215,28.143,0.039,0.075,70.121,996.224,-3.776,0.29,0.29,-0.04,93.86,7.293,8.28,
2019/09/12,09:08:41,-0.0215,28.128,0.039,0.075,70.082,996.228,-3.771,0.14,0.14,-0.03,93.82,7.290,8.30,
2019/09/12,09:08:42,-0.0215,28.080,0.039,0.075,70.218,996.242,-3.758,0.23,0.23,-0.03,93.73,7.282,8.27,
2019/09/12,09:08:43,-0.0215,28.093,0.039,0.075,70.259,996.238,-3.762,0.19,0.19,-0.03,93.78,7.286,8.28,
2019/09/12,09:08:44,-0.0215,28.072,0.039,0.075,69.914,996.244,-3.756,0.20,0.20,-0.01,93.79,7.286,8.28,
2019/09/12,09:08:45,-0.0215,28.084,0.039,0.074,69.731,996.241,-3.759,0.21,0.21,-0.01,93.74,7.281,8.27,
2019/09/12,09:08:46,-0.0215,28.117,0.039,0.074,69.428,996.231,-3.769,0.19,0.19,-0.01,93.78,7.284,8.31,
2019/09/12,09:08:47,-0.0215,28.079,0.039,0.074,69.529,996.242,-3.758,0.25,0.25,0.00,93.70,7.278,8.31,
2019/09/12,09:08:48,-0.0215,28.084,0.039,0.074,69.599,996.241,-3.759,0.18,0.18,-0.01,93.79,7.285,8.30,
2019/09/12,09:08:49,-0.0215,28.125,0.039,0.074,69.489,996.229,-3.771,0.24,0.24,0.00,93.81,7.286,8.30,
2019/09/12,09:08:50,-0.0215,28.129,0.039,0.074,69.403,996.228,-3.772,0.14,0.14,0.01,93.74,7.280,8.27,
2019/09/12,09:08:51,-0.0215,28.176,0.039,0.074,69.400,996.214,-3.786,0.25,0.25,0.00,93.80,7.285,8.28,
2019/09/12,09:08:52,-0.0215,28.223,0.039,0.074,69.538,996.201,-3.799,0.17,0.17,0.00,93.80,7.285,8.29,
2019/09/12,09:08:53,-0.0430,28.242,0.039,0.075,69.569,996.195,-3.804,0.23,0.23,0.00,93.73,7.278,8.30,
2019/09/12,09:08:54,-0.0215,28.218,0.039,0.075,69.814,996.202,-3.797,0.17,0.17,0.00,93.79,7.282,8.27,
2019/09/12,09:08:55,-0.0215,28.165,0.039,0.075,69.791,996.218,-3.782,0.23,0.23,0.00,93.74,7.278,8.28,
2019/09/12,09:08:56,-0.0215,28.159,0.039,0.075,69.752,996.219,-3.781,0.17,0.17,0.00,93.71,7.276,8.29,
2019/09/12,09:08:57,-0.0215,28.147,0.039,0.074,69.607,996.223,-3.777,0.22,0.22,-0.01,93.77,7.279,8.28,
2019/09/12,09:08:58,-0.0215,28.152,0.039,0.074,69.649,996.221,-3.779,0.23,0.23,-0.01,93.74,7.276,8.28,
2019/09/12,09:08:59,-0.0215,28.208,0.039,0.074,69.524,996.205,-3.795,0.18,0.18,-0.03,93.71,7.274,8.29,
2019/09/12,09:09:00,-0.0215,28.239,0.039,0.074,69.461,996.196,-3.803,0.26,0.26,-0.03,93.68,7.271,8.30,
2019/09/12,09:09:01,-0.0215,28.280,0.039,0.074,69.447,996.185,-3.815,0.21,0.21,-0.01,93.72,7.274,8.31,
2019/09/12,09:09:02,-0.0430,28.299,0.039,0.074,69.379,996.179,-3.821,0.28,0.28,-0.03,93.72,7.274,8.27,
2019/09/12,09:09:03,-0.0215,28.270,0.039,0.075,69.514,996.188,-3.812,0.11,0.11,-0.03,93.74,7.275,8.30,
2019/09/12,09:09:04,-0.0215,28.301,0.039,0.075,69.583,996.179,-3.821,0.30,0.30,-0.01,93.65,7.267,8.28,
2019/09/12,09:09:05,-0.0215,28.267,0.039,0.075,69.551,996.188,-3.812,0.11,0.11,-0.01,93.74,7.274,8.28,
2019/09/12,09:09:06,-0.0215,28.271,0.039,0.075,69.632,996.187,-3.813,0.30,0.30,0.00,93.69,7.269,8.31,
2019/09/12,09:09:07,-0.0215,28.259,0.039,0.075,69.703,996.191,-3.809,0.20,0.20,0.00,93.73,7.272,8.29,
2019/09/12,09:09:08,-0.0215,28.225,0.039,0.075,69.568,996.200,-3.800,0.27,0.27,0.01,93.67,7.268,8.28,
2019/09/12,09:09:09,-0.0215,28.194,0.039,0.075,69.711,996.209,-3.790,0.17,0.17,0.00,93.67,7.267,8.29,
2019/09/12,09:09:10,-0.0215,28.188,0.039,0.075,69.776,996.211,-3.789,0.21,0.21,-0.01,93.75,7.272,8.28,
2019/09/12,09:09:11,-0.0215,28.185,0.039,0.074,69.620,996.212,-3.788,0.26,0.26,-0.03,93.61,7.261,8.27,
2019/09/12,09:09:12,-0.0215,28.163,0.039,0.074,69.448,996.218,-3.782,0.12,0.12,-0.01,93.64,7.263,8.31,
2019/09/12,09:09:13,-0.0215,28.123,0.039,0.074,69.680,996.230,-3.770,0.30,0.30,-0.01,93.63,7.261,8.31,
2019/09/12,09:09:14,-0.0215,28.156,0.039,0.074,69.636,996.220,-3.780,0.10,0.10,0.00,93.69,7.266,8.29,
2019/09/12,09:09:15,-0.0215,28.228,0.039,0.075,69.588,996.200,-3.800,0.29,0.29,0.00,93.64,7.261,8.30,
2019/09/12,09:09:16,-0.0215,28.267,0.039,0.075,69.636,996.188,-3.812,0.15,0.15,0.00,93.68,7.264,8.31,
2019/09/12,09:09:17,-0.0215,28.261,0.039,0.075,69.704,996.190,-3.810,0.22,0.22,-0.01,93.64,7.260,8.31,
2019/09/12,09:09:18,-0.0215,28.249,0.039,0.075,69.752,996.194,-3.806,0.23,0.23,-0.03,93.72,7.267,8.28,
2019/09/12,09:09:19,-0.0215,28.212,0.039,0.075,69.712,996.204,-3.796,0.11,0.11,-0.03,93.64,7.259,8.30,
2019/09/12,09:09:20,-0.0215,28.217,0.039,0.075,69.663,996.203,-3.797,0.31,0.31,0.00,93.60,7.256,8.28,
2019/09/12,09:09:21,-0.0215,28.250,0.039,0.075,69.621,996.193,-3.807,0.13,0.13,0.01,93.59,7.255,8.29,
2019/09/12,09:09:22,-0.0215,28.276,0.039,0.075,69.701,996.186,-3.814,0.22,0.22,-0.01,93.65,7.259,8.27,
2019/09/12,09:09:23,-0.0215,28.268,0.039,0.075,69.788,996.188,-3.812,0.23,0.23,-0.03,93.69,7.261,8.29,
2019/09/12,09:09:24,-0.0430,28.260,0.039,0.075,69.924,996.190,-3.809,0.12,0.12,-0.03,93.55,7.250,8.30,
2019/09/12,09:09:25,-0.0215,28.249,0.039,0.075,69.654,996.194,-3.806,0.30,0.30,0.00,93.59,7.253,8.29,
2019/09/12,09:09:26,-0.0215,28.227,0.039,0.075,69.886,996.200,-3.800,0.16,0.16,0.00,93.59,7.253,8.30,
2019/09/12,09:09:27,-0.0215,28.184,0.039,0.075,69.984,996.212,-3.788,0.20,0.20,-0.01,93.58,7.252,8.29,
2019/09/12,09:09:28,-0.0215,28.216,0.039,0.075,69.825,996.203,-3.797,0.29,0.29,-0.03,93.56,7.249,8.27,
2019/09/12,09:09:29,-0.0215,28.239,0.039,0.075,69.726,996.196,-3.804,0.11,0.11,0.00,93.55,7.248,8.29,
2019/09/12,09:09:30,-0.0215,28.262,0.039,0.075,69.712,996.190,-3.810,0.24,0.24,0.00,93.57,7.249,8.28,
2019/09/12,09:09:31,-0.0215,28.283,0.039,0.075,69.692,996.184,-3.816,0.25,0.25,-0.01,93.58,7.249,8.28,
2019/09/12,09:09:32,-0.0215,28.325,0.039,0.075,69.613,996.172,-3.828,0.11,0.11,-0.01,93.52,7.244,8.28,
2019/09/12,09:09:33,-0.0215,28.336,0.039,0.075,69.567,996.169,-3.831,0.27,0.27,0.00,93.55,7.247,8.30,
2019/09/12,09:09:34,-0.0215,28.344,0.039,0.074,69.278,996.166,-3.834,0.19,0.19,-0.01,93.55,7.246,8.28,
2019/09/12,09:09:35,-0.0215,28.319,0.039,0.074,69.208,996.174,-3.826,0.12,0.12,-0.03,93.51,7.242,8.28,
2019/09/12,09:09:36,-0.0215,28.300,0.039,0.074,69.104,996.179,-3.821,0.21,0.21,-0.01,93.52,7.243,8.27,
2019/09/12,09:09:37,-0.0215,28.210,0.039,0.074,69.214,996.205,-3.795,0.18,0.18,0.00,93.59,7.249,8.29,
2019/09/12,09:09:38,-0.0430,28.186,0.039,0.074,69.326,996.211,-3.788,0.14,0.14,-0.01,93.56,7.247,8.31,
2019/09/12,09:09:39,-0.0215,28.234,0.039,0.074,69.224,996.198,-3.802,0.29,0.29,0.00,93.68,7.255,8.28,
2019/09/12,09:09:40,-0.0215,28.230,0.039,0.074,69.161,996.199,-3.801,0.20,0.20,0.00,93.64,7.252,8.28,
2019/09/12,09:09:41,-0.0215,28.213,0.039,0.074,69.539,996.204,-3.796,0.12,0.12,-0.01,93.63,7.250,8.29,
2019/09/12,09:09:42,-0.0215,28.194,0.039,0.074,69.363,996.209,-3.791,0.28,0.28,0.00,93.61,7.249,8.31,
2019/09/12,09:09:43,-0.0215,28.236,0.039,0.075,69.551,996.197,-3.803,0.23,0.23,-0.01,93.53,7.242,8.29,
2019/09/12,09:09:44,-0.0215,28.240,0.039,0.074,69.406,996.196,-3.804,0.11,0.11,-0.01,93.57,7.244,8.31,
2019/09/12,09:09:45,-0.0215,28.185,0.039,0.074,69.588,996.212,-3.788,0.23,0.23,0.00,93.61,7.247,8.27,
2019/09/12,09:09:46,-0.0215,28.188,0.039,0.075,69.746,996.211,-3.789,0.26,0.26,-0.01,93.66,7.250,8.28,
2019/09/12,09:09:47,-0.0215,28.283,0.039,0.075,69.587,996.184,-3.816,0.12,0.12,-0.01,93.50,7.237,8.27,
2019/09/12,09:09:48,-0.0215,28.251,0.039,0.075,69.682,996.193,-3.807,0.23,0.23,0.00,93.58,7.243,8.29,
2019/09/12,09:09:49,-0.0215,28.248,0.039,0.074,69.443,996.194,-3.806,0.28,0.28,-0.03,93.53,7.238,8.31,
2019/09/12,09:09:50,-0.0215,28.200,0.039,0.074,69.560,996.208,-3.792,0.13,0.13,0.00,93.53,7.238,8.31,
2019/09/12,09:09:51,-0.0215,28.229,0.039,0.074,69.448,996.199,-3.801,0.17,0.17,-0.01,93.54,7.239,8.30,
2019/09/12,09:09:52,-0.0215,28.308,0.039,0.074,69.264,996.177,-3.823,0.29,0.29,-0.01,93.53,7.237,8.31,
2019/09/12,09:09:53,-0.0215,28.372,0.039,0.074,69.248,996.158,-3.842,0.20,0.20,-0.01,93.50,7.234,8.28,
2019/09/12,09:09:54,-0.0215,28.393,0.039,0.075,69.454,996.152,-3.848,0.11,0.11,-0.01,93.53,7.237,8.31,
2019/09/12,09:09:55,-0.0215,28.295,0.039,0.074,69.324,996.180,-3.820,0.23,0.23,0.00,93.53,7.237,8.27,
2019/09/12,09:09:56,-0.0430,28.268,0.039,0.074,69.428,996.188,-3.812,0.29,0.29,-0.01,93.45,7.229,8.30,
2019/09/12,09:09:57,-0.0215,28.284,0.039,0.075,69.621,996.183,-3.816,0.14,0.14,0.00,93.46,7.230,8.31,
2019/09/12,09:09:58,-0.0215,28.345,0.039,0.075,69.658,996.166,-3.834,0.15,0.15,-0.01,93.55,7.237,8.28,
2019/09/12,09:09:59,-0.0215,28.391,0.039,0.075,69.587,996.153,-3.847,0.26,0.26,-0.01,93.44,7.227,8.28,
2019/09/12,09:10:00,-0.0215,28.438,0.039,0.075,69.486,996.139,-3.861,0.23,0.23,-0.01,93.49,7.230,8.28,
2019/09/12,09:10:01,-0.0215,28.461,0.039,0.075,69.473,996.133,-3.867,0.11,0.11,-0.01,93.43,7.225,8.27,
