//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=4543      
StartTime=2019/09/12 09:03:55
EndTime=2019/09/12 10:19:37
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],DO [mg/l],電池電圧 [V],
2019/09/12,10:09:17,0.0215,27.058,0.064,0.131,125.792,996.547,-3.453,0.22,0.22,0.00,94.88,7.553,8.17,
2019/09/12,10:09:18,0.0430,27.085,0.064,0.132,125.781,996.540,-3.460,0.18,0.18,0.01,94.87,7.548,8.16,
2019/09/12,10:09:19,0.0430,27.089,0.064,0.132,125.950,996.539,-3.461,0.20,0.20,0.00,94.83,7.545,8.17,
2019/09/12,10:09:20,0.0215,27.025,0.064,0.132,126.276,996.557,-3.443,0.18,0.18,0.00,94.81,7.543,8.17,
2019/09/12,10:09:21,0.0215,27.103,0.064,0.132,125.998,996.535,-3.465,0.17,0.17,0.00,94.72,7.527,8.16,
2019/09/12,10:09:22,0.0215,27.161,0.064,0.132,125.730,996.519,-3.481,0.16,0.16,0.00,94.69,7.524,8.17,
2019/09/12,10:09:23,0.0430,27.177,0.064,0.132,125.756,996.515,-3.486,0.17,0.17,-0.01,94.75,7.531,8.17,
2019/09/12,10:09:24,0.0430,27.148,0.064,0.132,125.789,996.523,-3.478,0.16,0.16,-0.01,94.68,7.523,8.18,
2019/09/12,10:09:25,0.0430,26.983,0.064,0.132,126.395,996.568,-3.432,0.14,0.14,-0.01,94.77,7.537,8.18,
2019/09/12,10:09:26,0.0430,27.072,0.064,0.132,126.106,996.544,-3.457,0.15,0.15,-0.01,94.82,7.536,8.17,
2019/09/12,10:09:27,0.0430,27.155,0.064,0.132,126.002,996.521,-3.479,0.15,0.15,-0.03,94.72,7.521,8.17,
2019/09/12,10:09:28,0.0430,27.194,0.064,0.132,126.040,996.510,-3.490,0.14,0.14,-0.01,94.69,7.519,8.16,
2019/09/12,10:09:29,0.0430,27.171,0.064,0.132,126.155,996.516,-3.484,0.15,0.15,-0.01,94.62,7.517,8.16,
2019/09/12,10:09:30,0.0430,27.091,0.064,0.132,126.306,996.538,-3.462,0.16,0.16,-0.01,94.78,7.536,8.17,
2019/09/12,10:09:31,0.0215,27.079,0.064,0.132,126.405,996.542,-3.458,0.17,0.17,0.00,94.80,7.539,8.16,
2019/09/12,10:09:32,0.0430,26.876,0.064,0.132,126.537,996.597,-3.403,0.17,0.17,0.00,95.00,7.563,8.16,
2019/09/12,10:09:33,0.0430,26.910,0.064,0.131,126.170,996.588,-3.412,0.17,0.17,0.00,94.97,7.558,8.19,
2019/09/12,10:09:34,0.0430,26.977,0.064,0.131,125.460,996.569,-3.431,0.17,0.17,0.00,95.04,7.560,8.17,
2019/09/12,10:09:35,0.0430,27.036,0.064,0.131,125.048,996.553,-3.447,0.22,0.22,0.00,94.97,7.552,8.17,
2019/09/12,10:09:36,0.0430,27.074,0.063,0.131,124.829,996.543,-3.458,0.19,0.19,0.00,94.90,7.542,8.17,
2019/09/12,10:09:37,0.0215,27.005,0.063,0.130,124.778,996.562,-3.439,0.20,0.20,0.01,94.84,7.538,8.17,
2019/09/12,10:09:38,0.0430,27.030,0.063,0.130,124.361,996.554,-3.446,0.21,0.21,0.01,94.71,7.524,8.17,
2019/09/12,10:09:39,0.0430,27.094,0.063,0.130,124.544,996.537,-3.463,0.22,0.22,0.00,94.49,7.503,8.16,
2019/09/12,10:09:40,0.0430,27.138,0.063,0.130,124.568,996.525,-3.475,0.22,0.22,0.00,94.40,7.496,8.17,
2019/09/12,10:09:41,0.0430,27.157,0.063,0.130,124.249,996.519,-3.481,0.22,0.22,0.00,94.39,7.492,8.17,
2019/09/12,10:09:42,0.0430,27.201,0.063,0.130,123.979,996.507,-3.493,0.23,0.23,0.00,94.22,7.476,8.16,
2019/09/12,10:09:43,0.0430,27.218,0.063,0.130,124.306,996.503,-3.498,0.26,0.26,0.00,94.51,7.498,8.18,
2019/09/12,10:09:44,0.0430,27.208,0.063,0.130,124.316,996.505,-3.495,0.26,0.26,-0.01,94.74,7.519,8.17,
2019/09/12,10:09:45,0.0215,27.214,0.063,0.130,124.361,996.504,-3.496,0.26,0.26,-0.03,94.78,7.519,8.16,
2019/09/12,10:09:46,0.0430,27.106,0.063,0.130,124.641,996.534,-3.466,0.26,0.26,-0.01,94.99,7.543,8.17,
2019/09/12,10:09:47,0.0430,27.169,0.063,0.131,124.813,996.516,-3.484,0.26,0.26,-0.03,94.85,7.528,8.17,
2019/09/12,10:09:48,0.0430,27.219,0.063,0.131,124.895,996.503,-3.498,0.27,0.27,-0.01,94.72,7.513,8.17,
2019/09/12,10:09:49,0.0430,27.214,0.064,0.131,125.040,996.504,-3.496,0.27,0.27,-0.01,94.82,7.521,8.17,
2019/09/12,10:09:50,0.0430,27.186,0.064,0.131,125.334,996.512,-3.488,0.26,0.26,-0.01,94.71,7.515,8.16,
2019/09/12,10:09:51,0.0215,27.136,0.064,0.131,125.171,996.526,-3.475,0.26,0.26,-0.01,94.97,7.543,8.17,
2019/09/12,10:09:52,0.0430,27.119,0.064,0.131,124.968,996.530,-3.470,0.26,0.26,-0.01,95.04,7.547,8.17,
2019/09/12,10:09:53,0.0430,27.078,0.064,0.131,125.197,996.542,-3.459,0.25,0.25,0.00,94.93,7.534,8.17,
2019/09/12,10:09:54,0.0430,27.130,0.064,0.131,125.042,996.527,-3.473,0.23,0.23,0.00,94.85,7.524,8.17,
2019/09/12,10:09:55,0.0430,27.120,0.064,0.131,125.090,996.530,-3.470,0.23,0.23,0.00,94.82,7.524,8.16,
2019/09/12,10:09:56,0.0215,27.184,0.063,0.131,124.828,996.512,-3.488,0.23,0.23,0.00,94.82,7.523,8.16,
2019/09/12,10:09:57,0.0430,27.178,0.063,0.131,124.658,996.514,-3.486,0.23,0.23,0.00,94.88,7.528,8.16,
2019/09/12,10:09:58,0.0430,27.198,0.063,0.131,124.588,996.508,-3.492,0.19,0.19,0.00,94.81,7.520,8.16,
2019/09/12,10:09:59,0.0430,27.200,0.063,0.131,124.492,996.508,-3.493,0.23,0.23,0.00,94.84,7.521,8.16,
2019/09/12,10:10:00,0.0215,27.194,0.063,0.130,124.222,996.509,-3.491,0.23,0.23,0.00,94.85,7.523,8.17,
2019/09/12,10:10:01,0.0430,27.184,0.063,0.130,124.171,996.512,-3.488,0.23,0.23,0.00,94.88,7.525,8.17,
2019/09/12,10:10:02,0.0430,27.165,0.063,0.130,124.104,996.517,-3.483,0.22,0.22,0.00,95.03,7.535,8.16,
2019/09/12,10:10:03,0.0430,27.197,0.063,0.130,124.119,996.508,-3.492,0.22,0.22,0.00,94.87,7.519,8.16,
2019/09/12,10:10:04,0.0430,27.186,0.063,0.130,124.064,996.511,-3.489,0.22,0.22,0.01,94.85,7.517,8.16,
2019/09/12,10:10:05,0.0430,27.230,0.063,0.130,124.280,996.499,-3.501,0.21,0.21,0.00,94.86,7.514,8.16,
2019/09/12,10:10:06,0.0430,27.215,0.063,0.130,124.122,996.503,-3.497,0.21,0.21,0.00,94.85,7.515,8.16,
2019/09/12,10:10:07,0.0430,27.175,0.063,0.130,123.838,996.514,-3.486,0.22,0.22,0.00,94.93,7.525,8.17,
2019/09/12,10:10:08,0.0430,27.137,0.063,0.130,124.089,996.525,-3.475,0.21,0.21,0.00,94.94,7.526,8.18,
2019/09/12,10:10:09,0.0430,27.064,0.063,0.130,124.254,996.545,-3.455,0.22,0.22,0.00,95.06,7.538,8.17,
2019/09/12,10:10:10,0.0430,27.075,0.063,0.130,123.944,996.542,-3.458,0.22,0.22,0.00,94.98,7.530,8.18,
2019/09/12,10:10:11,0.0430,27.041,0.063,0.129,123.895,996.551,-3.449,0.21,0.21,0.01,94.98,7.530,8.17,
2019/09/12,10:10:12,0.0430,27.136,0.063,0.129,123.625,996.525,-3.475,0.23,0.23,0.00,94.78,7.508,8.16,
2019/09/12,10:10:13,0.0430,27.163,0.063,0.129,123.251,996.517,-3.483,0.22,0.22,0.01,94.90,7.518,8.17,
2019/09/12,10:10:14,0.0430,27.164,0.063,0.129,123.329,996.517,-3.483,0.20,0.20,0.00,94.98,7.524,8.17,
2019/09/12,10:10:15,0.0430,27.208,0.063,0.129,123.296,996.505,-3.495,0.20,0.20,0.01,94.90,7.514,8.16,
2019/09/12,10:10:16,0.0215,27.240,0.063,0.129,123.138,996.496,-3.504,0.18,0.18,0.00,94.81,7.503,8.17,
2019/09/12,10:10:17,0.0430,27.248,0.063,0.129,123.101,996.494,-3.506,0.18,0.18,0.00,94.81,7.504,8.16,
2019/09/12,10:10:18,0.0430,27.205,0.063,0.129,122.757,996.506,-3.494,0.19,0.19,0.00,94.93,7.516,8.19,
2019/09/12,10:10:19,0.0430,27.180,0.063,0.129,122.874,996.513,-3.488,0.18,0.18,0.00,94.95,7.521,8.16,
2019/09/12,10:10:20,0.0430,27.158,0.063,0.129,122.894,996.519,-3.482,0.18,0.18,0.00,94.98,7.520,8.17,
2019/09/12,10:10:21,0.0430,27.171,0.063,0.129,123.276,996.515,-3.485,0.20,0.20,0.00,94.96,7.518,8.17,
2019/09/12,10:10:22,0.0430,27.187,0.063,0.129,123.109,996.511,-3.489,0.17,0.17,0.00,94.88,7.510,8.17,
2019/09/12,10:10:23,0.0430,27.195,0.063,0.129,122.924,996.509,-3.492,0.20,0.20,0.00,94.92,7.513,8.17,
2019/09/12,10:10:24,0.0430,27.186,0.063,0.129,122.766,996.511,-3.489,0.20,0.20,0.00,94.89,7.510,8.17,
2019/09/12,10:10:25,0.0430,27.187,0.063,0.129,122.971,996.511,-3.489,0.20,0.20,0.01,94.87,7.512,8.17,
2019/09/12,10:10:26,0.0430,27.187,0.063,0.129,122.850,996.511,-3.490,0.20,0.20,0.01,94.93,7.513,8.17,
2019/09/12,10:10:27,0.0430,27.190,0.063,0.129,122.763,996.510,-3.490,0.20,0.20,0.01,94.90,7.510,8.16,
2019/09/12,10:10:28,0.0430,27.145,0.062,0.128,121.845,996.522,-3.478,0.21,0.21,0.00,94.93,7.517,8.16,
2019/09/12,10:10:29,0.0430,27.113,0.062,0.128,122.017,996.531,-3.469,0.23,0.23,0.00,94.97,7.521,8.17,
2019/09/12,10:10:30,0.0215,27.099,0.062,0.127,121.486,996.534,-3.466,0.23,0.23,0.00,95.05,7.530,8.16,
2019/09/12,10:10:31,0.0215,27.122,0.062,0.127,120.886,996.528,-3.472,0.23,0.23,0.00,94.95,7.521,8.17,
2019/09/12,10:10:32,0.0430,27.125,0.062,0.126,120.690,996.527,-3.473,0.23,0.23,-0.01,95.03,7.530,8.16,
2019/09/12,10:10:33,0.0215,27.102,0.061,0.126,120.424,996.533,-3.467,0.25,0.25,-0.01,95.06,7.531,8.17,
2019/09/12,10:10:34,0.0430,27.151,0.061,0.126,120.288,996.520,-3.480,0.26,0.26,-0.01,95.07,7.525,8.17,
2019/09/12,10:10:35,0.0215,27.029,0.061,0.126,120.382,996.553,-3.447,0.26,0.26,-0.03,95.14,7.540,8.16,
2019/09/12,10:10:36,0.0430,26.918,0.061,0.126,120.634,996.584,-3.416,0.26,0.26,-0.01,95.28,7.552,8.17,
2019/09/12,10:10:37,0.0430,27.050,0.061,0.126,120.183,996.548,-3.453,0.27,0.27,-0.01,95.11,7.528,8.18,
2019/09/12,10:10:38,0.0430,27.119,0.061,0.126,120.242,996.529,-3.472,0.25,0.25,-0.01,95.06,7.522,8.17,
2019/09/12,10:10:39,0.0430,27.156,0.061,0.126,120.284,996.518,-3.482,0.26,0.26,-0.01,95.08,7.523,8.16,
2019/09/12,10:10:40,0.0430,27.102,0.061,0.125,119.786,996.533,-3.467,0.25,0.25,0.00,94.93,7.512,8.17,
2019/09/12,10:10:41,0.0430,27.075,0.061,0.124,119.056,996.540,-3.460,0.24,0.24,0.00,95.09,7.529,8.18,
2019/09/12,10:10:42,0.0430,27.117,0.061,0.125,119.660,996.529,-3.471,0.23,0.23,0.00,94.97,7.514,8.17,
2019/09/12,10:10:43,0.0430,27.151,0.061,0.125,119.727,996.520,-3.481,0.22,0.22,0.00,94.89,7.504,8.17,
2019/09/12,10:10:44,0.0430,27.171,0.061,0.126,120.012,996.514,-3.486,0.21,0.21,0.00,94.85,7.503,8.18,
2019/09/12,10:10:45,0.0430,27.108,0.061,0.126,120.194,996.532,-3.469,0.22,0.22,0.01,95.02,7.521,8.16,
2019/09/12,10:10:46,0.0430,27.130,0.061,0.126,120.273,996.526,-3.475,0.20,0.20,0.00,94.96,7.515,8.18,
2019/09/12,10:10:47,0.0430,27.189,0.061,0.126,120.219,996.509,-3.491,0.18,0.18,0.00,94.90,7.506,8.17,
2019/09/12,10:10:48,0.0430,27.245,0.061,0.126,120.063,996.494,-3.507,0.17,0.17,0.00,94.78,7.492,8.16,
2019/09/12,10:10:49,0.0430,27.233,0.061,0.126,119.759,996.497,-3.503,0.17,0.17,-0.01,94.94,7.507,8.16,
2019/09/12,10:10:50,0.0215,27.266,0.061,0.126,119.624,996.488,-3.513,0.16,0.16,-0.01,94.90,7.501,8.17,
2019/09/12,10:10:51,0.0430,27.281,0.061,0.126,119.617,996.484,-3.517,0.15,0.15,-0.01,94.88,7.498,8.17,
2019/09/12,10:10:52,0.0430,27.279,0.061,0.126,119.564,996.484,-3.516,0.16,0.16,-0.01,94.82,7.491,8.16,
2019/09/12,10:10:53,0.0215,27.229,0.061,0.126,119.649,996.498,-3.502,0.16,0.16,-0.01,94.85,7.496,8.16,
2019/09/12,10:10:54,0.0430,27.258,0.061,0.126,119.603,996.490,-3.510,0.17,0.17,-0.01,94.92,7.503,8.17,
2019/09/12,10:10:55,0.0215,27.241,0.061,0.126,119.731,996.495,-3.505,0.19,0.19,0.00,94.91,7.504,8.17,
2019/09/12,10:10:56,0.0430,27.197,0.061,0.125,119.620,996.507,-3.493,0.19,0.19,0.00,94.94,7.509,8.18,
2019/09/12,10:10:57,0.0430,27.216,0.061,0.125,119.086,996.502,-3.499,0.21,0.21,0.01,95.04,7.515,8.16,
2019/09/12,10:10:58,0.0215,27.250,0.061,0.125,119.420,996.492,-3.508,0.23,0.23,0.00,94.87,7.500,8.16,
2019/09/12,10:10:59,0.0645,27.243,0.061,0.125,119.309,996.494,-3.506,0.23,0.23,0.00,94.89,7.502,8.17,
2019/09/12,10:11:00,0.0215,27.201,0.061,0.125,118.936,996.505,-3.495,0.25,0.25,-0.01,95.03,7.510,8.17,
2019/09/12,10:11:01,0.0430,27.251,0.061,0.125,118.994,996.492,-3.508,0.26,0.26,-0.01,94.92,7.497,8.16,
2019/09/12,10:11:02,0.0430,27.266,0.061,0.125,119.477,996.488,-3.513,0.26,0.26,-0.01,94.89,7.497,8.17,
2019/09/12,10:11:03,0.0430,27.244,0.061,0.125,119.472,996.494,-3.507,0.26,0.26,-0.03,94.85,7.495,8.16,
2019/09/12,10:11:04,0.0215,27.139,0.061,0.125,119.111,996.523,-3.477,0.26,0.26,-0.03,95.00,7.511,8.16,
2019/09/12,10:11:05,0.0430,27.074,0.061,0.124,119.024,996.541,-3.460,0.25,0.25,-0.01,94.95,7.511,8.17,
2019/09/12,10:11:06,0.0430,27.084,0.061,0.124,118.504,996.538,-3.463,0.25,0.25,-0.01,95.03,7.516,8.17,
2019/09/12,10:11:07,0.0430,27.152,0.061,0.124,118.502,996.519,-3.481,0.26,0.26,-0.01,95.02,7.512,8.15,
2019/09/12,10:11:08,0.0430,27.151,0.061,0.124,118.531,996.519,-3.481,0.25,0.25,-0.01,95.00,7.512,8.16,
2019/09/12,10:11:09,0.0430,27.146,0.061,0.124,118.529,996.520,-3.480,0.24,0.24,-0.01,94.98,7.509,8.17,
2019/09/12,10:11:10,0.0430,27.066,0.061,0.124,118.624,996.543,-3.457,0.23,0.23,0.00,95.06,7.517,8.17,
2019/09/12,10:11:11,0.0430,27.135,0.060,0.124,118.018,996.524,-3.477,0.23,0.23,0.00,95.09,7.519,8.17,
2019/09/12,10:11:12,0.0430,27.145,0.060,0.123,117.772,996.521,-3.480,0.20,0.20,0.00,95.08,7.521,8.17,
2019/09/12,10:11:13,0.0215,27.163,0.060,0.124,117.974,996.515,-3.485,0.19,0.19,0.00,95.00,7.514,8.17,
2019/09/12,10:11:14,0.0430,27.189,0.060,0.124,117.864,996.508,-3.492,0.19,0.19,0.00,95.09,7.521,8.17,
2019/09/12,10:11:15,0.0430,27.213,0.060,0.123,117.652,996.502,-3.499,0.17,0.17,0.00,94.97,7.509,8.18,
2019/09/12,10:11:16,0.0215,27.212,0.060,0.124,117.906,996.502,-3.498,0.17,0.17,-0.01,94.98,7.509,8.16,
2019/09/12,10:11:17,0.0215,27.205,0.060,0.123,117.205,996.504,-3.497,0.17,0.17,-0.01,94.99,7.511,8.16,
2019/09/12,10:11:18,0.0215,27.216,0.060,0.123,117.113,996.501,-3.499,0.16,0.16,-0.03,95.04,7.512,8.17,
2019/09/12,10:11:19,0.0215,27.260,0.060,0.123,117.426,996.489,-3.512,0.16,0.16,-0.03,94.91,7.499,8.17,
2019/09/12,10:11:20,0.0430,27.224,0.060,0.123,117.099,996.499,-3.502,0.16,0.16,-0.03,95.01,7.510,8.16,
2019/09/12,10:11:21,0.0430,27.229,0.060,0.123,117.271,996.497,-3.503,0.15,0.15,-0.03,94.93,7.504,8.16,
2019/09/12,10:11:22,0.0215,27.177,0.060,0.123,117.189,996.512,-3.489,0.16,0.16,-0.01,95.07,7.518,8.17,
2019/09/12,10:11:23,0.0215,27.108,0.060,0.122,116.558,996.530,-3.470,0.16,0.16,-0.01,95.12,7.525,8.17,
2019/09/12,10:11:24,0.0430,27.109,0.059,0.121,115.977,996.530,-3.470,0.17,0.17,-0.01,95.02,7.514,8.17,
2019/09/12,10:11:25,0.0215,27.118,0.060,0.122,116.235,996.527,-3.473,0.17,0.17,0.00,95.13,7.524,8.17,
2019/09/12,10:11:26,0.0430,27.138,0.060,0.122,116.585,996.522,-3.478,0.18,0.18,0.00,95.05,7.517,8.17,
2019/09/12,10:11:27,0.0430,27.135,0.059,0.122,116.075,996.523,-3.478,0.18,0.18,0.00,95.09,7.520,8.16,
2019/09/12,10:11:28,0.0430,27.150,0.059,0.121,115.804,996.519,-3.482,0.21,0.21,0.00,95.15,7.522,8.18,
2019/09/12,10:11:29,0.0430,27.205,0.059,0.122,115.907,996.503,-3.497,0.21,0.21,0.00,95.04,7.510,8.17,
2019/09/12,10:11:30,0.0430,27.228,0.059,0.122,115.907,996.497,-3.503,0.23,0.23,0.00,95.04,7.509,8.17,
2019/09/12,10:11:31,0.0430,27.238,0.060,0.122,116.267,996.494,-3.506,0.24,0.24,-0.01,94.87,7.492,8.18,
2019/09/12,10:11:32,0.0430,27.273,0.060,0.122,116.209,996.485,-3.516,0.25,0.25,-0.01,94.86,7.489,8.17,
2019/09/12,10:11:33,0.0430,27.257,0.059,0.122,115.769,996.489,-3.511,0.26,0.26,-0.01,94.91,7.498,8.17,
2019/09/12,10:11:34,0.0430,27.253,0.059,0.122,115.816,996.490,-3.510,0.25,0.25,-0.03,94.98,7.505,8.16,
2019/09/12,10:11:35,0.0215,27.283,0.059,0.121,115.650,996.482,-3.518,0.24,0.24,-0.01,95.00,7.508,8.16,
2019/09/12,10:11:36,0.0215,27.216,0.059,0.121,115.810,996.500,-3.500,0.23,0.23,0.00,94.88,7.500,8.16,
2019/09/12,10:11:37,0.0430,27.176,0.059,0.121,115.907,996.511,-3.489,0.21,0.21,0.00,95.07,7.517,8.17,
2019/09/12,10:11:38,0.0430,27.120,0.060,0.122,116.177,996.527,-3.473,0.20,0.20,0.00,95.03,7.514,8.16,
2019/09/12,10:11:39,0.0430,27.128,0.059,0.121,115.745,996.525,-3.476,0.17,0.17,0.00,95.09,7.518,8.17,
2019/09/12,10:11:40,0.0430,27.051,0.059,0.121,115.351,996.546,-3.454,0.18,0.18,-0.01,95.10,7.524,8.13,
2019/09/12,10:11:41,0.0215,26.952,0.059,0.120,114.914,996.573,-3.427,0.17,0.17,-0.01,95.25,7.542,8.17,
2019/09/12,10:11:42,0.0215,27.010,0.059,0.120,115.061,996.557,-3.443,0.15,0.15,-0.03,95.24,7.537,8.15,
2019/09/12,10:11:43,0.0215,27.043,0.059,0.120,114.709,996.548,-3.452,0.17,0.17,-0.01,95.28,7.539,8.17,
2019/09/12,10:11:44,0.0430,27.143,0.059,0.120,114.664,996.520,-3.480,0.19,0.19,0.00,95.21,7.528,8.17,
2019/09/12,10:11:45,0.0430,27.160,0.059,0.120,114.618,996.515,-3.485,0.20,0.20,0.00,95.13,7.524,8.17,
2019/09/12,10:11:46,0.0215,27.191,0.059,0.120,114.363,996.507,-3.493,0.21,0.21,0.01,95.24,7.530,8.17,
2019/09/12,10:11:47,0.0215,27.127,0.059,0.120,114.189,996.524,-3.476,0.23,0.23,0.00,95.18,7.528,8.16,
2019/09/12,10:11:48,0.0430,27.051,0.059,0.119,114.147,996.545,-3.455,0.24,0.24,-0.01,95.22,7.534,8.17,
2019/09/12,10:11:49,0.0430,27.014,0.058,0.119,113.807,996.555,-3.445,0.25,0.25,-0.01,95.28,7.540,8.16,
2019/09/12,10:11:50,0.0215,26.926,0.058,0.118,113.677,996.579,-3.421,0.25,0.25,-0.01,95.43,7.556,8.16,
2019/09/12,10:11:51,0.0430,26.910,0.058,0.118,113.446,996.584,-3.416,0.24,0.24,0.00,95.31,7.546,8.16,
2019/09/12,10:11:52,0.0430,26.873,0.058,0.118,113.385,996.594,-3.406,0.23,0.23,0.00,95.45,7.561,8.17,
2019/09/12,10:11:53,0.0215,26.878,0.058,0.118,113.177,996.592,-3.408,0.20,0.20,0.01,95.37,7.556,8.19,
2019/09/12,10:11:54,0.0430,26.959,0.058,0.118,112.999,996.570,-3.430,0.18,0.18,0.00,95.38,7.554,8.17,
2019/09/12,10:11:55,0.0430,26.993,0.058,0.118,113.032,996.561,-3.439,0.17,0.17,-0.01,95.39,7.556,8.16,
2019/09/12,10:11:56,0.0215,27.038,0.058,0.118,112.881,996.548,-3.452,0.16,0.16,-0.01,95.46,7.559,8.16,
2019/09/12,10:11:57,0.0215,27.002,0.058,0.118,113.061,996.558,-3.442,0.17,0.17,-0.01,95.41,7.555,8.17,
2019/09/12,10:11:58,0.0430,26.976,0.058,0.118,113.191,996.566,-3.435,0.18,0.18,0.00,95.45,7.562,8.17,
2019/09/12,10:11:59,0.0430,26.982,0.058,0.118,113.310,996.564,-3.436,0.20,0.20,0.00,95.45,7.559,8.16,
2019/09/12,10:12:00,0.0215,26.998,0.058,0.118,113.328,996.560,-3.441,0.23,0.23,0.00,95.37,7.553,8.17,
2019/09/12,10:12:01,0.0430,27.041,0.058,0.118,113.311,996.548,-3.452,0.24,0.24,0.00,95.35,7.551,8.16,
2019/09/12,10:12:02,0.0430,27.060,0.058,0.118,113.299,996.543,-3.458,0.25,0.25,-0.01,95.34,7.547,8.17,
2019/09/12,10:12:03,0.0215,27.081,0.058,0.119,113.327,996.537,-3.463,0.26,0.26,-0.03,95.21,7.535,8.18,
2019/09/12,10:12:04,0.0215,27.101,0.058,0.119,113.302,996.531,-3.469,0.23,0.23,-0.01,95.23,7.534,8.17,
2019/09/12,10:12:05,0.0430,27.134,0.058,0.119,113.307,996.522,-3.478,0.21,0.21,0.00,95.21,7.529,8.18,
2019/09/12,10:12:06,0.0430,27.190,0.058,0.119,113.113,996.507,-3.494,0.20,0.20,0.00,95.26,7.531,8.17,
2019/09/12,10:12:07,0.0215,27.268,0.058,0.119,112.927,996.485,-3.515,0.18,0.18,0.00,95.05,7.512,8.15,
2019/09/12,10:12:08,0.0430,27.260,0.058,0.119,112.988,996.487,-3.513,0.17,0.17,-0.01,95.10,7.516,8.17,
2019/09/12,10:12:09,0.0430,27.228,0.058,0.119,113.150,996.496,-3.504,0.17,0.17,-0.01,95.21,7.528,8.16,
2019/09/12,10:12:10,0.0215,27.230,0.058,0.119,113.111,996.495,-3.505,0.17,0.17,-0.01,95.12,7.518,8.17,
2019/09/12,10:12:11,0.0430,27.190,0.058,0.119,113.071,996.507,-3.494,0.20,0.20,0.00,95.13,7.524,8.17,
2019/09/12,10:12:12,0.0430,27.102,0.058,0.119,113.485,996.531,-3.469,0.23,0.23,0.00,95.14,7.524,8.16,
2019/09/12,10:12:13,0.0430,27.057,0.058,0.119,113.516,996.543,-3.457,0.25,0.25,-0.01,95.27,7.538,8.17,
2019/09/12,10:12:14,0.0215,27.042,0.058,0.119,113.644,996.547,-3.453,0.26,0.26,-0.01,95.12,7.525,8.17,
2019/09/12,10:12:15,0.0430,27.081,0.058,0.119,113.415,996.537,-3.463,0.23,0.23,-0.01,95.14,7.526,8.16,
2019/09/12,10:12:16,0.0215,27.064,0.058,0.118,113.314,996.541,-3.459,0.22,0.22,0.01,95.07,7.523,8.17,
2019/09/12,10:12:17,0.0215,27.004,0.058,0.118,113.174,996.558,-3.442,0.20,0.20,0.01,95.14,7.531,8.17,
2019/09/12,10:12:18,0.0215,26.986,0.058,0.118,112.968,996.563,-3.437,0.18,0.18,0.00,95.23,7.539,8.16,
2019/09/12,10:12:19,0.0430,27.009,0.058,0.118,112.896,996.556,-3.444,0.16,0.16,-0.01,95.30,7.545,8.18,
2019/09/12,10:12:20,0.0215,26.985,0.058,0.117,112.547,996.563,-3.437,0.17,0.17,-0.01,95.32,7.548,8.17,
2019/09/12,10:12:21,0.0430,26.948,0.058,0.117,112.464,996.573,-3.427,0.18,0.18,0.00,95.33,7.551,8.16,
2019/09/12,10:12:22,0.0215,26.905,0.058,0.117,112.371,996.585,-3.415,0.20,0.20,0.00,95.40,7.556,8.17,
